1, 3, 4, 5, 19, 52, 53, 25, 27, 62
1, 3, 4, 69, 13, 18, 25, 61, 64, 5
1, 4, 5, 18, 19, 20, 56, 25, 27, 51
1, 3, 4, 5, 19, 52, 21, 25, 58, 62
1, 3, 4, 5, 19, 21, 25, 60, 62, 64
20, 3, 4, 15, 17, 19, 52, 25, 27, 51
1, 3, 5, 19, 21, 25, 60, 62, 64, 4
3, 4, 5, 18, 19, 20, 56, 25, 58, 64
1, 4, 5, 48, 18, 19, 20, 54, 27, 61
2, 3, 4, 14, 5, 19, 20, 54, 58, 61
1, 4, 5, 11, 14, 19, 23, 57, 26, 61
1, 4, 5, 18, 19, 20, 58, 64, 25, 56
2, 4, 13, 15, 19, 20, 53, 25, 58, 49
2, 4, 14, 15, 18, 19, 20, 25, 27, 62
2, 4, 5, 18, 19, 20, 56, 25, 58, 53
1, 4, 5, 18, 19, 20, 25, 58, 64, 49
2, 3, 4, 14, 19, 20, 53, 54, 27, 62
1, 3, 4, 15, 17, 18, 25, 58, 27, 64
3, 4, 51, 48, 17, 19, 20, 27, 61, 64
1, 3, 5, 18, 19, 20, 21, 27, 61, 31
3, 4, 5, 9, 19, 25, 26, 54, 64, 32
34, 3, 36, 5, 19, 25, 27, 69, 9, 4
3, 36, 5, 38, 40, 45, 25, 27, 32, 19
3, 4, 5, 9, 48, 20, 27, 64, 61, 32
3, 4, 5, 16, 24, 25, 58, 27, 32, 9
34, 4, 5, 9, 48, 19, 20, 24, 27, 65
3, 4, 5, 9, 48, 19, 21, 58, 61, 53
3, 4, 5, 9, 13, 19, 61, 25, 26, 27
3, 4, 44, 13, 15, 18, 21, 25, 11, 27
3, 4, 5, 20, 22, 25, 58, 27, 32, 9
3, 4, 5, 9, 14, 48, 25, 26, 27, 58
3, 4, 5, 9, 45, 19, 22, 25, 27, 32
3, 5, 39, 9, 14, 47, 25, 61, 30, 21
3, 4, 5, 9, 19, 25, 27, 32, 29, 64
3, 4, 5, 9, 57, 19, 25, 58, 27, 61
34, 4, 5, 9, 12, 19, 36, 24, 25, 27
3, 4, 5, 9, 19, 25, 26, 64, 61, 32
2, 5, 38, 9, 45, 21, 22, 25, 32, 55
33, 3, 5, 9, 47, 22, 25, 27, 61, 32
3, 4, 5, 40, 50, 19, 57, 58, 27, 32
65, 68, 9, 42, 44, 16, 25, 27, 61, 32
5, 68, 9, 42, 44, 25, 27, 61, 31, 32
3, 68, 9, 42, 44, 25, 27, 61, 32, 8
3, 68, 6, 42, 44, 16, 18, 61, 31, 32
3, 68, 9, 42, 44, 16, 56, 27, 61, 32
65, 3, 68, 34, 42, 16, 56, 25, 61, 32
1, 67, 37, 38, 42, 44, 27, 61, 32, 68
3, 68, 9, 42, 44, 16, 27, 61, 31, 32
3, 68, 9, 42, 44, 16, 56, 27, 61, 32
3, 68, 42, 44, 51, 25, 61, 31, 32, 9
3, 68, 9, 42, 44, 16, 27, 61, 62, 32
65, 68, 9, 42, 44, 16, 55, 25, 61, 32
3, 68, 37, 42, 44, 50, 38, 25, 61, 32
33, 3, 68, 6, 42, 44, 58, 27, 18, 32
35, 68, 1, 42, 44, 56, 25, 58, 61, 32
3, 68, 9, 42, 44, 16, 27, 61, 62, 32
3, 68, 9, 42, 44, 51, 25, 27, 32, 7
3, 68, 9, 42, 44, 16, 27, 61, 31, 32
3, 68, 6, 42, 44, 51, 25, 27, 29, 32
3, 68, 9, 42, 44, 16, 27, 61, 32, 51
1, 4, 5, 7, 9, 12, 18, 19, 27, 28
1, 4, 5, 9, 14, 19, 21, 25, 27, 33
1, 4, 5, 42, 15, 18, 19, 23, 25, 29
2, 4, 5, 9, 14, 18, 19, 25, 27, 61
1, 4, 5, 9, 43, 19, 21, 25, 27, 61
1, 67, 4, 5, 14, 18, 19, 54, 27, 61
4, 5, 43, 45, 14, 18, 19, 21, 23, 27
1, 4, 5, 9, 11, 14, 19, 21, 25, 58
1, 4, 5, 9, 14, 19, 21, 23, 58, 27
1, 4, 5, 9, 11, 14, 18, 19, 21, 25
68, 4, 5, 9, 11, 15, 19, 54, 23, 61
1, 4, 5, 9, 14, 19, 21, 23, 27, 29
1, 4, 5, 9, 11, 19, 21, 25, 27, 61
1, 4, 5, 7, 9, 12, 19, 25, 28, 18
1, 4, 5, 9, 14, 19, 21, 54, 26, 62
1, 4, 5, 7, 9, 12, 18, 19, 25, 28
1, 4, 5, 7, 9, 12, 18, 19, 25, 28
1, 4, 5, 9, 14, 18, 19, 21, 27, 29
1, 4, 5, 9, 42, 14, 15, 19, 18, 28
1, 4, 5, 9, 14, 18, 19, 25, 27, 61
4, 9, 15, 49, 18, 19, 16, 25, 31, 5
4, 9, 15, 19, 20, 21, 55, 61, 31, 49
4, 68, 5, 9, 21, 23, 27, 28, 61, 25
4, 69, 9, 18, 19, 21, 55, 61, 32, 57
66, 4, 5, 9, 16, 18, 23, 61, 62, 19
2, 68, 5, 9, 41, 19, 23, 61, 32, 20
4, 5, 42, 15, 19, 62, 54, 23, 27, 32
33, 66, 5, 38, 9, 19, 21, 27, 61, 31
4, 5, 9, 15, 17, 19, 36, 27, 61, 21
