34, 3, 4, 5, 9, 44, 25, 27, 61, 32
3, 4, 5, 9, 44, 25, 58, 27, 61, 32
3, 68, 5, 9, 46, 57, 61, 32, 4, 15
3, 68, 5, 7, 9, 4, 40, 27, 61, 32
3, 4, 5, 9, 53, 54, 58, 27, 61, 32
3, 4, 5, 9, 48, 23, 25, 61, 31, 32
3, 68, 5, 9, 17, 19, 4, 54, 69, 32
3, 4, 5, 38, 9, 52, 54, 20, 61, 32
3, 5, 9, 12, 15, 20, 58, 61, 32, 38
3, 4, 5, 9, 57, 25, 59, 61, 30, 32
3, 4, 5, 38, 9, 12, 45, 27, 61, 32
33, 5, 38, 9, 44, 54, 58, 27, 61, 32
3, 4, 5, 9, 20, 55, 25, 37, 61, 32
3, 68, 5, 9, 46, 4, 57, 61, 32, 27
3, 5, 9, 17, 27, 25, 59, 30, 32, 61
33, 3, 5, 9, 20, 55, 25, 59, 27, 32
1, 3, 4, 5, 9, 55, 25, 37, 61, 32
63, 4, 5, 7, 9, 55, 25, 59, 27, 32
3, 4, 5, 7, 9, 52, 54, 27, 61, 32
3, 36, 5, 9, 44, 25, 58, 27, 61, 31
3, 4, 5, 9, 13, 15, 28, 61, 32, 67
3, 4, 5, 9, 19, 20, 21, 22, 61, 32
67, 4, 5, 9, 3, 18, 19, 36, 32, 1
3, 4, 5, 9, 13, 19, 20, 22, 61, 67
3, 4, 5, 7, 15, 19, 20, 21, 22, 61
3, 4, 9, 35, 15, 46, 18, 19, 20, 32
67, 4, 5, 9, 11, 3, 18, 19, 21, 32
3, 4, 5, 9, 11, 20, 22, 61, 32, 23
36, 67, 4, 5, 7, 15, 19, 20, 21, 32
3, 4, 5, 9, 11, 13, 15, 18, 19, 32
33, 3, 4, 5, 9, 13, 15, 18, 19, 32
2, 3, 4, 5, 9, 18, 20, 21, 61, 32
2, 3, 4, 5, 9, 46, 20, 21, 22, 61
3, 4, 5, 9, 15, 21, 28, 61, 32, 18
20, 2, 3, 68, 5, 9, 19, 4, 29, 64
4, 5, 9, 11, 51, 15, 21, 27, 61, 32
3, 4, 5, 9, 15, 18, 19, 22, 28, 33
1, 3, 4, 9, 19, 20, 22, 23, 61, 32
3, 4, 5, 9, 15, 19, 21, 54, 23, 32
3, 4, 5, 9, 19, 20, 61, 63, 32, 50
3, 4, 5, 9, 67, 18, 19, 21, 25, 53
1, 4, 5, 9, 45, 15, 18, 19, 21, 25
1, 4, 5, 6, 9, 15, 19, 20, 25, 32
1, 3, 4, 5, 9, 17, 18, 19, 25, 30
3, 4, 5, 38, 9, 19, 20, 21, 25, 63
4, 5, 9, 18, 19, 69, 59, 61, 32, 25
1, 4, 5, 70, 19, 25, 69, 59, 61, 22
3, 4, 5, 9, 17, 18, 19, 36, 61, 32
1, 4, 5, 40, 9, 18, 19, 22, 25, 36
3, 4, 5, 7, 18, 19, 20, 59, 61, 32
1, 3, 4, 5, 40, 17, 18, 19, 50, 32
1, 3, 4, 9, 20, 21, 25, 61, 32, 5
3, 4, 5, 40, 9, 18, 19, 20, 32, 1
3, 4, 5, 9, 43, 45, 15, 18, 25, 32
1, 4, 6, 9, 18, 19, 56, 61, 32, 5
3, 4, 5, 9, 18, 19, 20, 21, 59, 61
4, 5, 9, 49, 19, 25, 69, 15, 61, 32
4, 5, 7, 9, 19, 25, 61, 27, 32, 20
4, 5, 40, 9, 18, 25, 61, 30, 32, 19
1, 33, 30, 4, 5, 9, 20, 21, 23, 17
3, 5, 70, 42, 14, 17, 25, 27, 61, 32
49, 35, 44, 3, 17, 54, 25, 27, 61, 32
33, 3, 42, 44, 17, 25, 27, 46, 32, 70
17, 39, 42, 44, 54, 23, 25, 27, 61, 48
3, 36, 42, 44, 17, 50, 25, 27, 61, 32
5, 70, 42, 44, 17, 25, 27, 32, 63, 61
2, 35, 4, 70, 42, 44, 3, 48, 25, 27
3, 67, 43, 35, 17, 25, 27, 61, 32, 4
67, 37, 70, 39, 50, 51, 55, 25, 63, 32
3, 70, 42, 44, 17, 51, 25, 27, 60, 63
65, 3, 68, 37, 42, 43, 50, 25, 32, 27
65, 3, 68, 37, 17, 25, 27, 61, 32, 2
5, 70, 42, 44, 14, 25, 27, 61, 63, 32
33, 3, 70, 42, 44, 56, 27, 61, 30, 32
2, 3, 70, 42, 48, 18, 27, 61, 32, 35
67, 3, 5, 70, 4, 42, 16, 58, 61, 32
67, 37, 40, 42, 43, 44, 48, 25, 63, 32
3, 37, 70, 42, 43, 44, 48, 59, 29, 32
50, 68, 37, 42, 43, 44, 25, 5, 61, 32
2, 5, 42, 44, 18, 25, 26, 27, 32, 67
65, 3, 4, 5, 42, 25, 27, 61, 40, 32
3, 4, 9, 51, 20, 23, 25, 61, 32, 5
3, 5, 40, 9, 12, 14, 41, 61, 32, 25
65, 2, 3, 9, 5, 19, 20, 25, 27, 61
3, 4, 5, 6, 9, 15, 54, 25, 61, 49
65, 3, 4, 5, 61, 46, 25, 27, 29, 32
65, 3, 4, 5, 9, 41, 25, 27, 61, 63
1, 3, 4, 5, 42, 68, 25, 27, 61, 32
65, 3, 4, 9, 19, 68, 57, 27, 61, 32
65, 3, 4, 5, 9, 13, 69, 27, 61, 32
3, 4, 5, 41, 15, 51, 57, 61, 31, 14
3, 4, 5, 9, 19, 54, 69, 27, 61, 57
65, 3, 4, 9, 36, 23, 56, 25, 27, 61
1, 2, 5, 9, 15, 49, 41, 27, 61, 32
65, 34, 3, 4, 5, 42, 19, 23, 25, 32
65, 3, 4, 9, 15, 19, 25, 27, 61, 5
65, 4, 5, 9, 46, 23, 69, 27, 29, 54
37, 9, 42, 24, 56, 25, 5, 27, 61, 32
65, 3, 4, 40, 9, 41, 19, 61, 32, 69
65, 4, 5, 9, 11, 45, 47, 25, 27, 32
1, 4, 5, 9, 14, 19, 62, 25, 26, 21
1, 4, 5, 40, 33, 19, 21, 25, 27, 59
1, 4, 5, 9, 13, 19, 21, 58, 61, 32
3, 4, 5, 6, 9, 55, 19, 20, 47, 22
2, 4, 5, 15, 19, 20, 21, 25, 58, 61
1, 4, 5, 9, 15, 20, 21, 54, 58, 32
1, 4, 5, 9, 20, 21, 54, 25, 58, 32
1, 4, 5, 9, 15, 20, 21, 25, 27, 62
4, 5, 6, 15, 17, 21, 58, 27, 31, 32
1, 4, 9, 45, 15, 19, 21, 25, 32, 20
1, 4, 5, 9, 48, 19, 59, 28, 61, 21
1, 4, 5, 9, 15, 19, 21, 26, 27, 32
1, 4, 5, 9, 15, 28, 21, 58, 27, 32
1, 4, 40, 9, 15, 19, 21, 26, 58, 62
1, 4, 5, 40, 14, 18, 19, 21, 61, 32
1, 4, 40, 9, 19, 21, 25, 27, 32, 5
1, 34, 4, 5, 9, 19, 20, 54, 58, 32
1, 4, 5, 9, 19, 20, 26, 25, 58, 21
1, 4, 40, 9, 15, 21, 25, 27, 62, 5
3, 4, 5, 9, 49, 21, 61, 62, 32, 1
33, 4, 5, 41, 44, 25, 37, 27, 61, 32
2, 4, 5, 9, 15, 16, 51, 20, 27, 32
65, 3, 4, 5, 9, 7, 20, 54, 25, 32
1, 3, 9, 35, 18, 51, 20, 27, 32, 23
1, 65, 4, 5, 23, 15, 55, 25, 61, 32
65, 3, 4, 5, 44, 19, 20, 53, 27, 32
3, 4, 5, 9, 14, 19, 20, 27, 61, 44
3, 4, 5, 9, 19, 51, 20, 23, 61, 32
3, 4, 5, 39, 9, 14, 20, 54, 59, 64
3, 4, 39, 11, 49, 19, 20, 27, 61, 32
3, 4, 9, 42, 19, 25, 61, 20, 64, 32
4, 62, 9, 46, 15, 19, 25, 27, 32, 61
3, 4, 37, 7, 45, 14, 20, 27, 61, 59
3, 5, 43, 48, 25, 27, 61, 32, 9, 16
3, 4, 5, 9, 19, 20, 25, 32, 64, 61
4, 5, 38, 61, 20, 55, 69, 27, 29, 32
3, 4, 5, 9, 44, 20, 25, 37, 27, 29
34, 3, 4, 9, 44, 25, 27, 61, 32, 35
3, 4, 5, 9, 44, 19, 20, 27, 61, 32
3, 4, 9, 13, 25, 27, 61, 32, 15, 44
33, 66, 5, 42, 13, 19, 20, 25, 27, 32
54, 4, 5, 9, 20, 53, 58, 27, 32, 19
2, 4, 5, 18, 9, 11, 50, 19, 25, 32
65, 4, 5, 9, 13, 19, 20, 25, 27, 32
66, 61, 5, 38, 9, 51, 25, 27, 62, 32
66, 68, 38, 9, 19, 20, 25, 27, 32, 40
33, 5, 40, 9, 11, 13, 27, 61, 30, 32
65, 68, 5, 39, 9, 19, 20, 25, 32, 27
2, 36, 5, 9, 25, 27, 61, 32, 15, 40
2, 68, 5, 39, 9, 19, 59, 27, 32, 15
20, 4, 70, 39, 9, 19, 68, 25, 30, 2
5, 6, 40, 9, 19, 25, 27, 61, 32, 39
33, 67, 5, 9, 13, 19, 22, 25, 27, 61
33, 67, 5, 9, 44, 20, 23, 25, 27, 61
65, 5, 40, 9, 13, 53, 56, 25, 61, 32
65, 68, 5, 39, 9, 19, 20, 25, 27, 2
2, 5, 9, 13, 19, 25, 27, 30, 32, 41
33, 5, 40, 9, 11, 13, 25, 61, 30, 32
33, 4, 5, 40, 9, 15, 25, 27, 61, 32
33, 5, 9, 43, 2, 53, 25, 27, 61, 59
34, 3, 36, 38, 48, 20, 27, 61, 17, 55
66, 3, 36, 9, 14, 15, 55, 27, 61, 32
66, 3, 9, 45, 15, 53, 55, 27, 61, 32
3, 11, 12, 14, 35, 16, 9, 27, 61, 32
3, 36, 9, 14, 15, 48, 56, 27, 61, 11
33, 3, 9, 14, 15, 21, 57, 27, 32, 6
66, 3, 9, 42, 14, 16, 57, 27, 61, 32
3, 36, 12, 9, 14, 15, 48, 27, 61, 63
3, 69, 6, 9, 14, 15, 67, 57, 26, 32
66, 3, 9, 40, 21, 65, 27, 61, 62, 15
1, 3, 7, 9, 17, 30, 53, 27, 61, 32
3, 5, 9, 11, 55, 27, 61, 31, 32, 56
3, 7, 9, 44, 16, 17, 57, 27, 61, 32
3, 36, 7, 45, 19, 52, 57, 27, 14, 32
3, 36, 7, 9, 48, 17, 56, 27, 61, 32
66, 35, 9, 14, 15, 49, 50, 56, 61, 32
3, 5, 9, 11, 55, 56, 27, 61, 31, 32
3, 5, 9, 11, 55, 56, 27, 61, 31, 32
34, 36, 37, 38, 40, 48, 49, 51, 27, 61
65, 2, 3, 9, 18, 21, 55, 27, 61, 32
1, 35, 4, 5, 9, 21, 22, 50, 61, 64
1, 4, 5, 9, 19, 52, 21, 22, 25, 26
1, 4, 5, 9, 19, 51, 21, 22, 61, 32
1, 4, 5, 59, 9, 19, 21, 23, 61, 44
1, 4, 5, 7, 9, 19, 21, 25, 28, 11
4, 5, 7, 9, 11, 12, 19, 28, 61, 58
1, 69, 45, 19, 21, 22, 25, 5, 28, 4
1, 35, 4, 5, 15, 51, 36, 47, 22, 42
1, 4, 5, 9, 11, 21, 54, 27, 32, 61
4, 5, 9, 45, 19, 51, 21, 25, 27, 32
1, 3, 53, 9, 11, 19, 18, 51, 61, 32
1, 33, 4, 5, 9, 21, 22, 61, 31, 32
4, 5, 9, 51, 19, 53, 21, 29, 6, 61
1, 4, 5, 9, 44, 15, 23, 59, 61, 32
1, 4, 40, 9, 44, 19, 21, 59, 61, 32
1, 4, 5, 9, 21, 22, 59, 28, 61, 32
1, 35, 4, 5, 9, 11, 30, 31, 32, 21
67, 4, 5, 9, 45, 19, 21, 25, 69, 20
1, 33, 4, 5, 9, 21, 58, 61, 31, 12
4, 5, 9, 51, 19, 53, 25, 27, 61, 32
3, 4, 5, 7, 9, 20, 21, 25, 64, 22
65, 35, 4, 5, 12, 17, 21, 23, 26, 27
1, 4, 5, 7, 9, 50, 23, 25, 32, 67
65, 3, 4, 5, 9, 49, 20, 56, 25, 27
3, 4, 5, 7, 9, 50, 25, 27, 61, 32
3, 4, 5, 9, 12, 21, 22, 25, 61, 32
3, 4, 5, 9, 11, 16, 17, 30, 27, 64
65, 3, 7, 39, 9, 15, 25, 27, 66, 22
3, 4, 5, 9, 53, 25, 27, 61, 32, 65
66, 3, 5, 9, 35, 19, 20, 27, 61, 32
3, 4, 5, 9, 12, 49, 25, 27, 61, 32
65, 3, 4, 5, 9, 56, 19, 21, 25, 27
3, 4, 7, 9, 67, 51, 33, 56, 32, 39
3, 4, 39, 9, 17, 20, 25, 27, 28, 32
65, 4, 5, 9, 12, 53, 25, 27, 61, 17
1, 34, 4, 7, 46, 19, 20, 21, 27, 64
34, 5, 6, 15, 17, 20, 54, 27, 32, 19
65, 3, 5, 7, 49, 20, 24, 25, 27, 56
65, 53, 35, 4, 5, 9, 23, 25, 27, 61
3, 4, 5, 24, 9, 50, 22, 25, 64, 12
1, 5, 9, 44, 15, 27, 19, 23, 57, 4
1, 4, 5, 15, 19, 20, 21, 23, 61, 9
1, 4, 5, 9, 15, 16, 51, 21, 61, 32
1, 4, 5, 9, 19, 15, 65, 57, 61, 32
1, 4, 5, 15, 19, 20, 21, 23, 32, 61
1, 4, 5, 9, 44, 19, 23, 57, 32, 15
1, 34, 4, 5, 9, 15, 16, 19, 52, 37
1, 4, 5, 9, 15, 16, 50, 23, 26, 58
1, 34, 4, 5, 44, 15, 19, 52, 23, 32
1, 4, 5, 15, 19, 20, 23, 61, 32, 9
1, 4, 5, 9, 15, 20, 21, 61, 32, 23
1, 6, 4, 5, 15, 20, 21, 61, 32, 49
4, 5, 9, 15, 41, 21, 23, 57, 58, 1
1, 35, 4, 5, 9, 15, 19, 23, 67, 57
1, 4, 5, 9, 61, 11, 19, 25, 60, 62
1, 4, 5, 8, 45, 15, 16, 19, 52, 23
1, 4, 5, 9, 15, 20, 21, 61, 11, 33
4, 5, 9, 15, 16, 23, 57, 37, 58, 1
1, 4, 5, 7, 9, 15, 21, 23, 61, 32
1, 67, 4, 5, 70, 19, 20, 21, 25, 59
3, 4, 5, 9, 42, 45, 18, 19, 21, 25
3, 4, 5, 9, 12, 19, 20, 32, 61, 64
1, 3, 4, 5, 9, 19, 27, 59, 63, 32
20, 3, 4, 9, 48, 19, 52, 21, 27, 61
67, 4, 39, 9, 42, 20, 27, 31, 64, 21
